Version 3.14 Update - Professional Services and Supplies Charge Table,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Item Code,Code Type,Decription,Modifier,"Technical, Professional Indicator",Service Category Code,Primary/Bundled Indicator,Charge Type Indicator,Work Expense Units,Provider-Based Practice Expense Units,Non-Provider-Based Practice Expense Units,Total Expense Units, Anesthesia Base Units,Unit Charge,Base Charge,Unit Type,Facility Indicator,Outpatient Indicator,Inpatient Indicator,Skilled Nursing Facility Carveout,Freestanding Carve-out,Start Date,End Date
01170,CPT,ANES OPEN SYMPHYSIS PUBIS/SACROILIAC JOINT,,,3 ,,Anesth,,,,,8.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01173,CPT,ANES OPN RPR DISRPJ PELVIS/COLUMN FX ACETABULUM,,,3 ,,Anesth,,,,,12.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01180,CPT,ANESTHESIA OBTURATOR NEURECTOMY EXTRAPELVIC,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01190,CPT,ANESTHESIA OBTURATOR NEURECTOMY INTRAPELVIC,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01200,CPT,ANESTHESIA CLOSED HIP JOINT PROCEDURE,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01202,CPT,ANESTHESIA ARTHROSCOPIC HIP JOINT PROCEDURE,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01210,CPT,ANESTHESIA OPEN HIP JOINT PROCEDURE NOS,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01212,CPT,ANESTHESIA OPEN HIP JOINT DISARTICULATION,,,3 ,,Anesth,,,,,10.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01214,CPT,ANESTHESIA OPEN TOTAL HIP ARTHROPLASTY,,,3 ,,Anesth,,,,,8.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01215,CPT,ANESTHESIA OPEN REVISION TOTAL HIP ARTHROPLASTY,,,3 ,,Anesth,,,,,10.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01220,CPT,ANESTHESIA CLOSED PROCEDURES UPPER 2/3 FEMUR,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01230,CPT,ANESTHESIA OPEN PROCEDURES UPPER 2/3 FEMUR NOS,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01232,CPT,ANESTHESIA UPPER 2/3 FEMUR AMPUTATION,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01234,CPT,ANES UPPER 2/3 FEMUR RADICAL RESCECTION,,,3 ,,Anesth,,,,,8.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01250,CPT,ANES NERVE MUSC TENDON FASCIA & BURSAE UPPER LEG,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01260,CPT,ANES VEINS OF UPPER LEG INCLUDING EXPLORATION,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01270,CPT,ANESTHESIA ARTERIES UPPER LEG INCL BYPASS GRAFT,,,3 ,,Anesth,,,,,8.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01272,CPT,ANES ART UPPER LEG W/BYPASS GRAFT FEM ART LIG,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01274,CPT,ANES UPPER LEG W/BYPASS GRFT FEM ART EMBOLECTOMY,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01320,CPT,ANES NERVE MUSC TENDON FASCIA&BURSA KNEE&/POPLT,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01340,CPT,ANESTHESIA CLOSED PROCEDURES LOWER 1/3 FEMUR,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01360,CPT,ANESTHESIA OPEN PROCEDURES LOWER 1/3 FEMUR,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01380,CPT,ANESTHESIA CLOSED PROCEDURES KNEE JOINT,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01382,CPT,ANESTH DIAGNOSTIC ARTHROSCOPIC PROC KNEE JOINT,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01390,CPT,ANES CLOSED PROC UPPER END TIBIA FIBULA&/PATELLA,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01392,CPT,ANES OPEN PROC UPPER ENDS TIBIA FIBULA&/PATELLA,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01400,CPT,ANES OPEN/SURG ARTHROSCOPIC PROC KNEE JOINT NOS,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01402,CPT,ANESTH OPEN/SURG ARTHRS TOTAL KNEE ARTHROPLASTY,,,3 ,,Anesth,,,,,7.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01404,CPT,ANESTH OPEN/SURG ARTHRS KNEE DISARTICULATION,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01420,CPT,ANES CAST APPLICATION REMOVAL/REPAIR KNEE JOINT,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01430,CPT,ANESTHESIA VEINS KNEE & POPLITEAL AREA NOS,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01432,CPT,ANES KNEE & POPLITEAL ARTERY VEIN FISTULA NOS,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01440,CPT,ANES ARTERIES OF KNEE & POPLITEAL AREA NOS,,,3 ,,Anesth,,,,,8.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01442,CPT,ANES ART KNEE POPLITEAL TEAEC W/WO PATCH GRAFT,,,3 ,,Anesth,,,,,8.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01444,CPT,ANES ART KNEE POPLITEAL EXC&GRF/RPR OCCLS/ARYS,,,3 ,,Anesth,,,,,8.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01462,CPT,ANESTHESIA CLOSED PROC LOWER LEG ANKLE & FOOT,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01464,CPT,ANESTHESIA ARTHROSCOPIC PROCEDURE ANKLE & FOOT,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01470,CPT,ANES NRV/MUS/TND/FASC LOWER LEG/ANKLE/FOOT NOS,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01472,CPT,ANES RPR RUPTURED ACHILLES TENDON W/WO GRAFT,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01474,CPT,ANESTHESIA GASTROCNEMIUS RECESSION,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01480,CPT,ANES OPEN PROC BONES LOWER LEG/ANKLE/FOOT NOS,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01482,CPT,ANES RADICAL RESECJ INCL BELOW KNEE AMPUTATION,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01484,CPT,ANES OPEN OSTEOTOMY/OSTEOPLASTY TIBIA&/FIBULA,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01486,CPT,ANESTHESIA OPEN TOTAL ANKLE REPLACEMENT,,,3 ,,Anesth,,,,,7.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01490,CPT,ANES LOWER LEG CAST APPLICATION REMOVAL/REPAIR,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01500,CPT,ANESTHESIA ARTERIES LOWER LEG W/BYPASS GRAFT NOS,,,3 ,,Anesth,,,,,8.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01502,CPT,ANES ART LOWER LEG W/BYP GRAFT EMBLC DIR/W/CATH,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01520,CPT,ANESTHESIA VEINS OF LOWER LEG NOS,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01522,CPT,ANES VEINS LOWER LEG VENOUS THRMBC DIR/W/CATH,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01610,CPT,ANES NRV MUSC TNDN FSCIA BURSA SHOULDER & AXILLA,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01620,CPT,ANES CLOSED HUMRL H/N STRNCLAV JOINT& SHO JOINT,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01622,CPT,ANES DIAG ARTHROSCOPIC SHOULDER JOINT PROC NOS,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01630,CPT,ANES ARTHRS HUMERAL H/N STRNCLAV & SHOULDER NOS,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01634,CPT,ANESTHESIA ARTHROSCOPIC SHOULDER DISARTICULATION,,,3 ,,Anesth,,,,,9.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01636,CPT,ANES ARTHRS INTERTHORACOSCAPULAR AMPUTATION,,,3 ,,Anesth,,,,,15.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01638,CPT,ANES ARTHROSCOPIC TOTAL SHOULDER REPLACEMENT,,,3 ,,Anesth,,,,,10.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01650,CPT,ANESTHESIA ARTERIES SHOULDER & AXILLA NOS,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01652,CPT,ANESTHESIA AXILLARY-BRACHIAL ANEURYSM,,,3 ,,Anesth,,,,,10.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01654,CPT,ANES ARTERIES SHOULDER & AXILLA BYPASS GRAFT,,,3 ,,Anesth,,,,,8.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01656,CPT,ANESTHESIA AXILLARY-FEMORAL BYPASS GRAFT,,,3 ,,Anesth,,,,,10.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01670,CPT,ANESTHESIA VEINS SHOULDER & AXILLA,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01680,CPT,ANES SHOULDER CAST APPL REMOVAL/REPAIR NOS,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01682,CPT,ANES SHOULDER SPICA APPLICATION REMOVAL/REPAIR,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01710,CPT,ANES NRV MUSC TDN FSCA&BRS UPR ARM/ELBOW NOS,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01712,CPT,ANESTHESIA OPEN TENOTOMY ELBOW TO SHOULDER,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01714,CPT,ANESTHESIA TENOPLASTY ELBOW TO SHOULDER,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01716,CPT,ANESTHESIA BICEPS TENODESIS RUPTURE LONG TENDON,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01730,CPT,ANESTHESIA CLOSED PROCEDURES HUMERUS & ELBOW,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01732,CPT,ANESTHESIA ELBOW JOINT DIAGNOSTIC ARTHROSCOPIC,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01740,CPT,ANES OPEN/SURG ARTHROSCOPIC ELBOW PROC NOS,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01742,CPT,ANESTHESIA OPEN/SURG ARTHRS OSTEOTOMY HUMERUS,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01744,CPT,ANES OPEN/SURG ARTHRS REPRS NON/MALUNION HUMERUS,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01756,CPT,ANESTHESIA OPEN/SURG ARTHRS RADICAL PROC ELBOW,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01758,CPT,ANESTH OPEN/SURG ARTHRS EXC CYST/TUMOR HUMERUS,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01760,CPT,ANESTH OPEN/SURG ARTHRS TOTAL ELBOW REPLACEMENT,,,3 ,,Anesth,,,,,7.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01770,CPT,ANESTHESIA ARTERIES UPPER ARM & ELBOW NOS,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01772,CPT,ANESTHESIA ARTERIES UPPER ARM&ELBOW EMBOLECTOM,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01780,CPT,ANESTH CLOSED PROC RADIUS ULNA WRIST/HAND BONES,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01782,CPT,ANESTHESIA VEINS UPPER ARM & ELBOW PHLEBORRHAPHY,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01810,CPT,ANES NERVE MUSCLE TDN FASCIA&BURSA FOREARM WRIST,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01820,CPT,ANES RADIUS ULNA WRIST/HAND BONES CLOSED PX,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01829,CPT,ANESTHESIA DIAGNOSTIC ARTHROSCOPIC PROC WRIST,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01830,CPT,ANES ARTHRS/ENDSCPY DSTL RADIUS ULNA/WRIST/HAND,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01832,CPT,ANESTHESIA ARTHRS/ENDOSCPIC TOTAL WRIST REPLCMT,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01840,CPT,ANESTHESIA ARTERIES FOREARM WRIST & HAND NOS,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01842,CPT,ANES ARTERIES FOREARM WRIST & HAND EMBOLECTOMY,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01844,CPT,ANESTHESIA VASCULAR SHUNT/SHUNT REVISION,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01850,CPT,ANESTHESIA VEINS FOREARM WRIST & HAND NOS,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01852,CPT,ANES VEINS FOREARM WRIST & HAND PHLEBORRHAPHY,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01860,CPT,ANES FOREARM WRIST/HAND CAST APPL RMVL/REPAIR,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01916,CPT,ANESTHESIA DIAGNOSTIC ARTERIOGRAPHY/VENOGRAPH,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01920,CPT,ANES C-CATHJ W/C ANGIOGRAPHY & VENTRICULOGRAPHY,,,3 ,,Anesth,,,,,7.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01922,CPT,ANES NON-INVASIVE IMAGING/RADIATION THERAPY,,,3 ,,Anesth,,,,,7.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01924,CPT,ANESTHESIA THER IVNTL RADIOLOGICAL ARTERIAL,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01925,CPT,ANESTHESIA CAROTID/CORONARY THER IVNTL RAD,,,3 ,,Anesth,,,,,7.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01926,CPT,ANES ICRA ICAR/AORTIC THER IVNTL RAD ARTL,,,3 ,,Anesth,,,,,8.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01930,CPT,ANES VENOUS/LYMPHATIC NOS THER IVNTL RAD NOS,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01931,CPT,ANESTHESIA INTRAHEPATIC/PORTAL THER IVNTL RAD,,,3 ,,Anesth,,,,,7.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01932,CPT,ANESTHESIA INTRATHORACIC/JUGULAR THER IVNTL RAD,,,3 ,,Anesth,,,,,6.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01933,CPT,ANES INTRACRANIAL THER IVNTL RAD VENS/LYMPHTC,,,3 ,,Anesth,,,,,7.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01935,CPT,ANESTHESIA PERQ IMAGE GUIDED SPINE DIAGNOSTIC,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01936,CPT,ANESTHESIA PERQ IMAGE GUIDED SPINE THERAPEUTIC,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01951,CPT,ANES 2/3 DGR BRN EXC/DBRDMT W/WO GRFT 4 % TBSA,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01952,CPT,ANES 2/3 DGR BRN EXC/DBRDMT W/WO GRFT 4-9 % TBSA,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01953,CPT,ANES 2/3 DGR BRN EXC/DBRDMT W/WO GRF EA 9% TBS,,,3 ,,Anesth,,,,,1.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01958,CPT,ANESTHESIA EXTERNAL CEPHALIC VERSION,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01960,CPT,ANESTHESIA VAGINAL DELIVERY ONLY,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01961,CPT,ANESTHESIA CESAREAN DELIVERY ONLY,,,3 ,,Anesth,,,,,7.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01962,CPT,ANES URGENT HYSTERECTOMY FOLLOWING DELIVERY,,,3 ,,Anesth,,,,,8.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01963,CPT,ANESTHESIA C HYST W/O ANY LABOR ANALG/ANES CARE,,,3 ,,Anesth,,,,,8.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01965,CPT,ANESTHESIA INCOMPLETE/MISSED ABORTION,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01966,CPT,ANESTHESIA INDUCED ABORTION,,,3 ,,Anesth,,,,,4.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01967,CPT,NEURAXIAL LABOR ANALG/ANES PLND VAGINAL DELIVERY,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01968,CPT,ANES CESARN DLVR FLWG NEURAXIAL LABOR ANALG/ANES,,,3 ,,Anesth,,,,,2.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01969,CPT,ANES CESARN HYST FLWG NEURAXIAL LABOR ANALG/ANES,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01990,CPT,PHYSIOL SUPPORT HARVEST ORGAN FROM BRAIN-DEAD PT,,,3 ,,Anesth,,,,,7.0,$1.00,$0.00,3,0,0,1,1,1,20140101,
01991,CPT,ANES DX/THER NRV BLK/NJX OTH/THN PRONE POS,,,3 ,,Anesth,,,,,3.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01992,CPT,ANES DX/THER NERVE BLOCK/INJECTION PRONE POS,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
01996,CPT,DAILY HOSP MGMT EDRL/SARACH CONT DRUG ADMN,,,3 ,,TotalUnits,,,,2.76 ,,$0.00,$0.00,1,0,1,1,1,1,20140101,
01999,CPT,UNLISTED ANESTHESIA PROCEDURE,,,3 ,,Anesth,,,,,5.0,$1.00,$0.00,3,0,1,1,1,1,20140101,
10021,CPT,FINE NEEDLE ASPIRATION W/O IMAGING GUIDANCE,,,21 ,,RBRVS,1.27 ,0.59 ,3.04 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
10022,CPT,FINE NEEDLE ASPIRATION WITH IMAGING GUIDANCE,,,21 ,,RBRVS,1.27 ,0.49 ,2.74 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
10030,CPT,IMAGE-GUIDED CATHETER FLUID COLLECTION DRAINAGE,,,21 ,,RBRVS,3.00 ,1.18 ,18.80 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
10040,CPT,ACNE SURGERY,,,21 ,,RBRVS,1.21 ,1.24 ,1.64 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
10060,CPT,INCISION & DRAINAGE ABSCESS SIMPLE/SINGLE,,,21 ,,RBRVS,1.22 ,1.53 ,2.13 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
10061,CPT,INCISION & DRAINAGE ABSCESS COMPLICATED/MULTIPLE,,,21 ,,RBRVS,2.45 ,2.58 ,3.37 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
10080,CPT,INCISION & DRAINAGE PILONIDAL CYST SIMPLE,,,21 ,,RBRVS,1.22 ,1.68 ,4.03 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
10081,CPT,INCISION & DRAINAGE PILONIDAL CYST COMPLICATED,,,21 ,,RBRVS,2.50 ,2.20 ,5.29 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
10120,CPT,INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPLE,,,21 ,,RBRVS,1.22 ,1.72 ,3.21 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
10121,CPT,INCISION & REMOVAL FOREIGN BODY SUBQ TISS COMPL,,,21 ,,RBRVS,2.74 ,2.40 ,5.15 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
10140,CPT,I&D HEMATOMA SEROMA/FLUID COLLECTION,,,21 ,,RBRVS,1.58 ,1.75 ,3.11 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
10160,CPT,PUNCTURE ASPIRATION ABSCESS HEMATOMA BULLA/CYST,,,21 ,,RBRVS,1.25 ,1.45 ,2.50 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
10180,CPT,INCISION & DRAINAGE COMPLEX PO WOUND INFECTION,,,21 ,,RBRVS,2.30 ,2.57 ,4.66 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11000,CPT,DBRDMT EXTENSV ECZEMA/INFECT SKN UP 10% BDY SURF,,,21 ,,RBRVS,0.60 ,0.18 ,0.97 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11001,CPT,DBRDMT EXTNSVE ECZEMA/INFECT SKN EA 10% BDY SURF,,,21 ,,RBRVS,0.30 ,0.09 ,0.30 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11004,CPT,DBRDMT SKN SUBQ T/M/F NECRO INFCTJ GENT&PR,,,21 ,,RBRVS,10.80 ,4.25 ,4.25 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
11005,CPT,DBRDMT SKN SUBQ T/M/F NECRO INFCTJ ABDL WALL,,,21 ,,RBRVS,14.24 ,5.76 ,5.76 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
11006,CPT,DBRDMT SKN SUBQ T/M/F NECRO INFCTJ GENT/ABDL,,,21 ,,RBRVS,13.10 ,5.21 ,5.21 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
11008,CPT,REMOVAL PROSTHETIC MATRL ABDL WALL FOR INFECTION,,,21 ,,RBRVS,5.00 ,2.02 ,2.02 ,,,$0.00,$0.00,1,0,0,1,1,1,20140101,
11010,CPT,DBRDMT W/RMVL FM FX&/DISLC SKIN&SUBQ TISSUS,,,21 ,,RBRVS,4.19 ,3.36 ,9.97 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11011,CPT,DBRDMT W/RMVL FM FX&/DISLC SKN SUBQ T/M/F MUSC,,,21 ,,RBRVS,4.94 ,2.92 ,10.24 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11012,CPT,DBRDMT FX&/DISLC SUBQ T/M/F BONE,,,21 ,,RBRVS,6.87 ,4.31 ,13.15 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11042,CPT,DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,,,21 ,,RBRVS,1.01 ,0.69 ,2.39 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11043,CPT,DEBRIDEMENT MUSCLE & FASCIA 20 SQ CM/<,,,21 ,,RBRVS,2.70 ,1.49 ,3.74 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11044,CPT,DEBRIDEMENT BONE MUSCLE &/FASCIA 20 SQ CM/<,,,21 ,,RBRVS,4.10 ,2.08 ,4.66 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11045,CPT,DBRDMT SUBCUTANEOUS TISSUE EA ADDL 20 SQ CM,,,21 ,,RBRVS,0.50 ,0.20 ,0.65 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11046,CPT,DEBRIDEMENT MUSCLE &/FASCIA EA ADDL 20 SQ CM,,,21 ,,RBRVS,1.03 ,0.44 ,0.97 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11047,CPT,DEBRIDEMENT BONE EACH ADDITIONAL 20 SQ CM,,,21 ,,RBRVS,1.80 ,0.79 ,1.55 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11055,CPT,PARING/CUTTING BENIGN HYPERKERATOTIC LESION 1,,,21 ,,RBRVS,0.35 ,0.09 ,1.05 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11056,CPT,PARING/CUTTING BENIGN HYPERKERATOTIC LESION 2-4,,,21 ,,RBRVS,0.50 ,0.13 ,1.20 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
11057,CPT,PARING/CUTTING BENIGN HYPERKERATOTIC LESION >4,,,21 ,,RBRVS,0.65 ,0.17 ,1.25 ,,,$0.00,$0.00,1,0,1,1,1,1,20140101,
